Duration_Days,Frequency,Cumulative_Probability
105.5,1,0.3807
105.5,1,0.3808
105.5,1,0.3809
105.5,1,0.3810
105.5,1,0.3811
105.5,1,0.3812
105.5,1,0.3813
105.5,1,0.3814
105.5,1,0.3815
105.5,1,0.3816
105.5,1,0.3817
105.5,1,0.3818
105.5,1,0.3819
105.5,1,0.3820
105.5,1,0.3821
105.5,1,0.3822
105.5,1,0.3823
105.5,1,0.3824
105.5,1,0.3825
105.5,1,0.3826
105.5,1,0.3827
105.5,1,0.3828
105.5,1,0.3829
105.5,1,0.3830
105.5,1,0.3831
105.5,1,0.3832
105.5,1,0.3833
105.5,1,0.3834
105.5,1,0.3835
105.5,1,0.3836
105.5,1,0.3837
105.5,1,0.3838
105.5,1,0.3839
105.5,1,0.3840
105.5,1,0.3841
105.6,1,0.3842
105.6,1,0.3843
105.6,1,0.3844
105.6,1,0.3845
105.6,1,0.3846
105.6,1,0.3847
105.6,1,0.3848
105.6,1,0.3849
105.6,1,0.3850
105.6,1,0.3851
105.6,1,0.3852
105.6,1,0.3853
105.6,1,0.3854
105.6,1,0.3855
105.6,1,0.3856
105.6,1,0.3857
105.6,1,0.3858
105.6,1,0.3859
105.6,1,0.3860
105.6,1,0.3861
105.6,1,0.3862
105.6,1,0.3863
105.6,1,0.3864
105.6,1,0.3865
105.6,1,0.3866
105.6,1,0.3867
105.6,1,0.3868
105.6,1,0.3869
105.6,1,0.3870
105.6,1,0.3871
105.6,1,0.3872
105.6,1,0.3873
105.6,1,0.3874
105.6,1,0.3875
105.6,1,0.3876
105.6,1,0.3877
105.6,1,0.3878
105.6,1,0.3879
105.6,1,0.3880
105.6,1,0.3881
105.6,1,0.3882
105.6,1,0.3883
105.6,1,0.3884
105.6,1,0.3885
105.6,1,0.3886
105.6,1,0.3887
105.6,1,0.3888
105.6,1,0.3889
105.6,1,0.3890
105.6,1,0.3891
105.6,1,0.3892
105.6,1,0.3893
105.6,1,0.3894
105.6,1,0.3895
105.6,1,0.3896
105.6,1,0.3897
105.6,1,0.3898
105.6,1,0.3899
105.6,1,0.3900
105.6,1,0.3901
105.6,1,0.3902
105.6,1,0.3903
105.6,1,0.3904
105.6,1,0.3905
105.6,1,0.3906
105.6,1,0.3907
105.6,1,0.3908
105.6,1,0.3909
105.6,1,0.3910
105.6,1,0.3911
105.7,1,0.3912
105.7,1,0.3913
105.7,1,0.3914
105.7,1,0.3915
105.7,1,0.3916
105.7,1,0.3917
105.7,1,0.3918
105.7,1,0.3919
105.7,1,0.3920
105.7,1,0.3921
105.7,1,0.3922
105.7,1,0.3923
105.7,1,0.3924
105.7,1,0.3925
105.7,1,0.3926
105.7,1,0.3927
105.7,1,0.3928
105.7,1,0.3929
105.7,1,0.3930
105.7,1,0.3931
105.7,1,0.3932
105.7,1,0.3933
105.7,1,0.3934
105.7,1,0.3935
105.7,1,0.3936
105.7,1,0.3937
105.7,1,0.3938
105.7,1,0.3939
105.7,1,0.3940
105.7,1,0.3941
105.7,1,0.3942
105.7,1,0.3943
105.7,1,0.3944
105.7,1,0.3945
105.7,1,0.3946
105.7,1,0.3947
105.7,1,0.3948
105.7,1,0.3949
105.7,1,0.3950
105.7,1,0.3951
105.7,1,0.3952
105.7,1,0.3953
105.7,1,0.3954
105.7,1,0.3955
105.7,1,0.3956
105.7,1,0.3957
105.7,1,0.3958
105.7,1,0.3959
105.7,1,0.3960
105.7,1,0.3961
105.7,1,0.3962
105.7,1,0.3963
105.7,1,0.3964
105.7,1,0.3965
105.7,1,0.3966
105.7,1,0.3967
105.7,1,0.3968
105.7,1,0.3969
105.7,1,0.3970
105.7,1,0.3971
105.7,1,0.3972
105.7,1,0.3973
105.7,1,0.3974
105.7,1,0.3975
105.7,1,0.3976
105.7,1,0.3977
105.7,1,0.3978
105.7,1,0.3979
105.7,1,0.3980
105.7,1,0.3981
105.7,1,0.3982
105.7,1,0.3983
105.7,1,0.3984
105.7,1,0.3985
105.7,1,0.3986
105.7,1,0.3987
105.7,1,0.3988
105.7,1,0.3989
105.7,1,0.3990
105.7,1,0.3991
105.7,1,0.3992
105.7,1,0.3993
105.7,1,0.3994
105.7,1,0.3995
105.7,1,0.3996
105.7,1,0.3997
105.7,1,0.3998
105.7,1,0.3999
105.7,1,0.4000
105.7,1,0.4001
105.7,1,0.4002
105.7,1,0.4003
105.7,1,0.4004
105.7,1,0.4005
105.7,1,0.4006
105.7,1,0.4007
105.7,1,0.4008
105.7,1,0.4009
105.7,1,0.4010
105.7,1,0.4011
105.8,1,0.4012
105.8,1,0.4013
105.8,1,0.4014
105.8,1,0.4015
105.8,1,0.4016
105.8,1,0.4017
105.8,1,0.4018
105.8,1,0.4019
105.8,1,0.4020
105.8,1,0.4021
105.8,1,0.4022
105.8,1,0.4023
105.8,1,0.4024
105.8,1,0.4025
105.8,1,0.4026
105.8,1,0.4027
105.8,1,0.4028
105.8,1,0.4029
105.8,1,0.4030
105.8,1,0.4031
105.8,1,0.4032
105.8,1,0.4033
105.8,1,0.4034
105.8,1,0.4035
105.8,1,0.4036
105.8,1,0.4037
105.8,1,0.4038
105.8,1,0.4039
105.8,1,0.4040
105.8,1,0.4041
105.8,1,0.4042
105.8,1,0.4043
105.8,1,0.4044
105.8,1,0.4045
105.8,1,0.4046
105.8,1,0.4047
105.8,1,0.4048
105.8,1,0.4049
105.8,1,0.4050
105.8,1,0.4051
105.8,1,0.4052
105.8,1,0.4053
105.8,1,0.4054
105.8,1,0.4055
105.8,1,0.4056
105.8,1,0.4057
105.8,1,0.4058
105.8,1,0.4059
105.8,1,0.4060
105.8,1,0.4061
105.8,1,0.4062
105.8,1,0.4063
105.8,1,0.4064
105.8,1,0.4065
105.8,1,0.4066
105.8,1,0.4067
105.8,1,0.4068
105.8,1,0.4069
105.8,1,0.4070
105.8,1,0.4071
105.8,1,0.4072
105.8,1,0.4073
105.8,1,0.4074
105.8,1,0.4075
105.8,1,0.4076
105.8,1,0.4077
105.8,1,0.4078
105.8,1,0.4079
105.8,1,0.4080
105.8,1,0.4081
105.8,1,0.4082
105.8,1,0.4083
105.8,1,0.4084
105.8,1,0.4085
105.8,1,0.4086
105.8,1,0.4087
105.8,1,0.4088
105.8,1,0.4089
105.8,1,0.4090
105.8,1,0.4091
105.8,1,0.4092
105.8,1,0.4093
105.8,1,0.4094
105.8,1,0.4095
105.8,1,0.4096
105.8,1,0.4097
105.8,1,0.4098
105.8,1,0.4099
105.8,1,0.4100
105.9,1,0.4101
105.9,1,0.4102
105.9,1,0.4103
105.9,1,0.4104
105.9,1,0.4105
105.9,1,0.4106
105.9,1,0.4107
105.9,1,0.4108
105.9,1,0.4109
105.9,1,0.4110
105.9,1,0.4111
105.9,1,0.4112
105.9,1,0.4113
105.9,1,0.4114
105.9,1,0.4115
105.9,1,0.4116
105.9,1,0.4117
105.9,1,0.4118
105.9,1,0.4119
105.9,1,0.4120
105.9,1,0.4121
105.9,1,0.4122
105.9,1,0.4123
105.9,1,0.4124
105.9,1,0.4125
105.9,1,0.4126
105.9,1,0.4127
105.9,1,0.4128
105.9,1,0.4129
105.9,1,0.4130
105.9,1,0.4131
105.9,1,0.4132
105.9,1,0.4133
105.9,1,0.4134
105.9,1,0.4135
105.9,1,0.4136
105.9,1,0.4137
105.9,1,0.4138
105.9,1,0.4139
105.9,1,0.4140
105.9,1,0.4141
105.9,1,0.4142
105.9,1,0.4143
105.9,1,0.4144
105.9,1,0.4145
105.9,1,0.4146
105.9,1,0.4147
105.9,1,0.4148
105.9,1,0.4149
105.9,1,0.4150
105.9,1,0.4151
105.9,1,0.4152
105.9,1,0.4153
105.9,1,0.4154
105.9,1,0.4155
105.9,1,0.4156
105.9,1,0.4157
105.9,1,0.4158
105.9,1,0.4159
105.9,1,0.4160
105.9,1,0.4161
105.9,1,0.4162
105.9,1,0.4163
105.9,1,0.4164
105.9,1,0.4165
105.9,1,0.4166
105.9,1,0.4167
105.9,1,0.4168
105.9,1,0.4169
105.9,1,0.4170
105.9,1,0.4171
105.9,1,0.4172
105.9,1,0.4173
105.9,1,0.4174
105.9,1,0.4175
105.9,1,0.4176
105.9,1,0.4177
105.9,1,0.4178
105.9,1,0.4179
105.9,1,0.4180
105.9,1,0.4181
105.9,1,0.4182
105.9,1,0.4183
105.9,1,0.4184
105.9,1,0.4185
105.9,1,0.4186
105.9,1,0.4187
105.9,1,0.4188
105.9,1,0.4189
105.9,1,0.4190
105.9,1,0.4191
105.9,1,0.4192
105.9,1,0.4193
105.9,1,0.4194
105.9,1,0.4195
105.9,1,0.4196
105.9,1,0.4197
105.9,1,0.4198
105.9,1,0.4199
105.9,1,0.4200
105.9,1,0.4201
105.9,1,0.4202
105.9,1,0.4203
105.9,1,0.4204
105.9,1,0.4205
105.9,1,0.4206
105.9,1,0.4207
105.9,1,0.4208
105.9,1,0.4209
105.9,1,0.4210
105.9,1,0.4211
105.9,1,0.4212
105.9,1,0.4213
105.9,1,0.4214
105.9,1,0.4215
106.0,1,0.4216
106.0,1,0.4217
106.0,1,0.4218
106.0,1,0.4219
106.0,1,0.4220
106.0,1,0.4221
106.0,1,0.4222
106.0,1,0.4223
106.0,1,0.4224
106.0,1,0.4225
106.0,1,0.4226
106.0,1,0.4227
106.0,1,0.4228
106.0,1,0.4229
106.0,1,0.4230
106.0,1,0.4231
106.0,1,0.4232
106.0,1,0.4233
106.0,1,0.4234
106.0,1,0.4235
106.0,1,0.4236
106.0,1,0.4237
106.0,1,0.4238
106.0,1,0.4239
106.0,1,0.4240
106.0,1,0.4241
106.0,1,0.4242
106.0,1,0.4243
106.0,1,0.4244
106.0,1,0.4245
106.0,1,0.4246
106.0,1,0.4247
106.0,1,0.4248
106.0,1,0.4249
106.0,1,0.4250
106.0,1,0.4251
106.0,1,0.4252
106.0,1,0.4253
106.0,1,0.4254
106.0,1,0.4255
106.0,1,0.4256
106.0,1,0.4257
106.0,1,0.4258
106.0,1,0.4259
106.0,1,0.4260
106.0,1,0.4261
106.0,1,0.4262
106.0,1,0.4263
106.0,1,0.4264
106.0,1,0.4265
106.0,1,0.4266
106.0,1,0.4267
106.0,1,0.4268
106.0,1,0.4269
106.0,1,0.4270
106.0,1,0.4271
106.0,1,0.4272
106.0,1,0.4273
106.0,1,0.4274
106.0,1,0.4275
106.0,1,0.4276
106.0,1,0.4277
106.0,1,0.4278
106.0,1,0.4279
106.0,1,0.4280
106.0,1,0.4281
106.0,1,0.4282
106.0,1,0.4283
106.0,1,0.4284
106.0,1,0.4285
106.0,1,0.4286
106.0,1,0.4287
106.0,1,0.4288
106.0,1,0.4289
106.0,1,0.4290
106.0,1,0.4291
106.0,1,0.4292
106.0,1,0.4293
106.0,1,0.4294
106.0,1,0.4295
106.0,1,0.4296
106.0,1,0.4297
106.0,1,0.4298
106.0,1,0.4299
106.0,1,0.4300
106.0,1,0.4301
106.0,1,0.4302
106.0,1,0.4303
106.0,1,0.4304
106.0,1,0.4305
106.0,1,0.4306
106.0,1,0.4307
106.0,1,0.4308
106.0,1,0.4309
106.0,1,0.4310
106.0,1,0.4311
106.0,1,0.4312
106.0,1,0.4313
106.0,1,0.4314
106.0,1,0.4315
106.0,1,0.4316
106.0,1,0.4317
106.0,1,0.4318
106.0,1,0.4319
106.1,1,0.4320
106.1,1,0.4321
106.1,1,0.4322
106.1,1,0.4323
106.1,1,0.4324
106.1,1,0.4325
106.1,1,0.4326
106.1,1,0.4327
106.1,1,0.4328
106.1,1,0.4329
106.1,1,0.4330
106.1,1,0.4331
106.1,1,0.4332
106.1,1,0.4333
106.1,1,0.4334
106.1,1,0.4335
106.1,1,0.4336
106.1,1,0.4337
106.1,1,0.4338
106.1,1,0.4339
106.1,1,0.4340
106.1,1,0.4341
106.1,1,0.4342
106.1,1,0.4343
106.1,1,0.4344
106.1,1,0.4345
106.1,1,0.4346
106.1,1,0.4347
106.1,1,0.4348
106.1,1,0.4349
106.1,1,0.4350
106.1,1,0.4351
106.1,1,0.4352
106.1,1,0.4353
106.1,1,0.4354
106.1,1,0.4355
106.1,1,0.4356
106.1,1,0.4357
106.1,1,0.4358
106.1,1,0.4359
106.1,1,0.4360
106.1,1,0.4361
106.1,1,0.4362
106.1,1,0.4363
106.1,1,0.4364
106.1,1,0.4365
106.1,1,0.4366
106.1,1,0.4367
106.1,1,0.4368
106.1,1,0.4369
106.1,1,0.4370
106.1,1,0.4371
106.1,1,0.4372
106.1,1,0.4373
106.1,1,0.4374
106.1,1,0.4375
106.1,1,0.4376
106.1,1,0.4377
106.1,1,0.4378
106.1,1,0.4379
106.1,1,0.4380
106.1,1,0.4381
106.1,1,0.4382
106.1,1,0.4383
106.1,1,0.4384
106.1,1,0.4385
106.1,1,0.4386
106.1,1,0.4387
106.1,1,0.4388
106.1,1,0.4389
106.1,1,0.4390
106.1,1,0.4391
106.1,1,0.4392
106.1,1,0.4393
106.1,1,0.4394
106.1,1,0.4395
106.1,1,0.4396
106.1,1,0.4397
106.1,1,0.4398
106.1,1,0.4399
106.1,1,0.4400
106.1,1,0.4401
106.1,1,0.4402
106.1,1,0.4403
106.1,1,0.4404
106.1,1,0.4405
106.1,1,0.4406
106.1,1,0.4407
106.1,1,0.4408
106.1,1,0.4409
106.1,1,0.4410
106.1,1,0.4411
106.1,1,0.4412
106.1,1,0.4413
106.1,1,0.4414
106.1,1,0.4415
106.1,1,0.4416
106.1,1,0.4417
106.1,1,0.4418
106.1,1,0.4419
106.2,1,0.4420
106.2,1,0.4421
106.2,1,0.4422
106.2,1,0.4423
106.2,1,0.4424
106.2,1,0.4425
106.2,1,0.4426
106.2,1,0.4427
106.2,1,0.4428
106.2,1,0.4429
106.2,1,0.4430
106.2,1,0.4431
106.2,1,0.4432
106.2,1,0.4433
106.2,1,0.4434
106.2,1,0.4435
106.2,1,0.4436
106.2,1,0.4437
106.2,1,0.4438
106.2,1,0.4439
106.2,1,0.4440
106.2,1,0.4441
106.2,1,0.4442
106.2,1,0.4443
106.2,1,0.4444
106.2,1,0.4445
106.2,1,0.4446
106.2,1,0.4447
106.2,1,0.4448
106.2,1,0.4449
106.2,1,0.4450
106.2,1,0.4451
106.2,1,0.4452
106.2,1,0.4453
106.2,1,0.4454
106.2,1,0.4455
106.2,1,0.4456
106.2,1,0.4457
106.2,1,0.4458
106.2,1,0.4459
106.2,1,0.4460
106.2,1,0.4461
106.2,1,0.4462
106.2,1,0.4463
106.2,1,0.4464
106.2,1,0.4465
106.2,1,0.4466
106.2,1,0.4467
106.2,1,0.4468
106.2,1,0.4469
106.2,1,0.4470
106.2,1,0.4471
106.2,1,0.4472
106.2,1,0.4473
106.2,1,0.4474
106.2,1,0.4475
106.2,1,0.4476
106.2,1,0.4477
106.2,1,0.4478
106.2,1,0.4479
106.2,1,0.4480
106.2,1,0.4481
106.2,1,0.4482
106.2,1,0.4483
106.2,1,0.4484
106.2,1,0.4485
106.2,1,0.4486
106.2,1,0.4487
106.2,1,0.4488
106.2,1,0.4489
106.2,1,0.4490
106.2,1,0.4491
106.2,1,0.4492
106.2,1,0.4493
106.2,1,0.4494
106.2,1,0.4495
106.2,1,0.4496
106.2,1,0.4497
106.2,1,0.4498
106.2,1,0.4499
106.2,1,0.4500
106.2,1,0.4501
106.2,1,0.4502
106.2,1,0.4503
106.2,1,0.4504
106.2,1,0.4505
106.2,1,0.4506
106.2,1,0.4507
106.2,1,0.4508
106.2,1,0.4509
106.2,1,0.4510
106.2,1,0.4511
106.2,1,0.4512
106.2,1,0.4513
106.2,1,0.4514
106.2,1,0.4515
106.2,1,0.4516
106.3,1,0.4517
106.3,1,0.4518
106.3,1,0.4519
106.3,1,0.4520
106.3,1,0.4521
106.3,1,0.4522
106.3,1,0.4523
106.3,1,0.4524
106.3,1,0.4525
106.3,1,0.4526
106.3,1,0.4527
106.3,1,0.4528
106.3,1,0.4529
106.3,1,0.4530
106.3,1,0.4531
106.3,1,0.4532
106.3,1,0.4533
106.3,1,0.4534
106.3,1,0.4535
106.3,1,0.4536
106.3,1,0.4537
106.3,1,0.4538
106.3,1,0.4539
106.3,1,0.4540
106.3,1,0.4541
106.3,1,0.4542
106.3,1,0.4543
106.3,1,0.4544
106.3,1,0.4545
106.3,1,0.4546
106.3,1,0.4547
106.3,1,0.4548
106.3,1,0.4549
106.3,1,0.4550
106.3,1,0.4551
106.3,1,0.4552
106.3,1,0.4553
106.3,1,0.4554
106.3,1,0.4555
106.3,1,0.4556
106.3,1,0.4557
106.3,1,0.4558
106.3,1,0.4559
106.3,1,0.4560
106.3,1,0.4561
106.3,1,0.4562
106.3,1,0.4563
106.3,1,0.4564
106.3,1,0.4565
106.3,1,0.4566
106.3,1,0.4567
106.3,1,0.4568
106.3,1,0.4569
106.3,1,0.4570
106.3,1,0.4571
106.3,1,0.4572
106.3,1,0.4573
106.3,1,0.4574
106.3,1,0.4575
106.3,1,0.4576
106.3,1,0.4577
106.3,1,0.4578
106.3,1,0.4579
106.3,1,0.4580
106.3,1,0.4581
106.3,1,0.4582
106.3,1,0.4583
106.3,1,0.4584
106.3,1,0.4585
106.3,1,0.4586
106.3,1,0.4587
106.3,1,0.4588
106.3,1,0.4589
106.3,1,0.4590
106.3,1,0.4591
106.3,1,0.4592
106.3,1,0.4593
106.3,1,0.4594
106.3,1,0.4595
106.3,1,0.4596
106.3,1,0.4597
106.3,1,0.4598
106.3,1,0.4599
106.3,1,0.4600
106.3,1,0.4601
106.3,1,0.4602
106.3,1,0.4603
106.3,1,0.4604
106.3,1,0.4605
106.3,1,0.4606
106.3,1,0.4607
106.3,1,0.4608
106.3,1,0.4609
106.3,1,0.4610
106.3,1,0.4611
106.4,1,0.4612
106.4,1,0.4613
106.4,1,0.4614
106.4,1,0.4615
106.4,1,0.4616
106.4,1,0.4617
106.4,1,0.4618
106.4,1,0.4619
106.4,1,0.4620
106.4,1,0.4621
106.4,1,0.4622
106.4,1,0.4623
106.4,1,0.4624
106.4,1,0.4625
106.4,1,0.4626
106.4,1,0.4627
106.4,1,0.4628
106.4,1,0.4629
106.4,1,0.4630
106.4,1,0.4631
106.4,1,0.4632
106.4,1,0.4633
106.4,1,0.4634
106.4,1,0.4635
106.4,1,0.4636
106.4,1,0.4637
106.4,1,0.4638
106.4,1,0.4639
106.4,1,0.4640
106.4,1,0.4641
106.4,1,0.4642
106.4,1,0.4643
106.4,1,0.4644
106.4,1,0.4645
106.4,1,0.4646
106.4,1,0.4647
106.4,1,0.4648
106.4,1,0.4649
106.4,1,0.4650
106.4,1,0.4651
106.4,1,0.4652
106.4,1,0.4653
106.4,1,0.4654
106.4,1,0.4655
106.4,1,0.4656
106.4,1,0.4657
106.4,1,0.4658
106.4,1,0.4659
106.4,1,0.4660
106.4,1,0.4661
106.4,1,0.4662
106.4,1,0.4663
106.4,1,0.4664
106.4,1,0.4665
106.4,1,0.4666
106.4,1,0.4667
106.4,1,0.4668
106.4,1,0.4669
106.4,1,0.4670
106.4,1,0.4671
106.4,1,0.4672
106.4,1,0.4673
106.4,1,0.4674
106.4,1,0.4675
106.4,1,0.4676
106.4,1,0.4677
106.4,1,0.4678
106.4,1,0.4679
106.4,1,0.4680
106.4,1,0.4681
106.4,1,0.4682
106.4,1,0.4683
106.4,1,0.4684
106.4,1,0.4685
106.4,1,0.4686
106.4,1,0.4687
106.4,1,0.4688
106.4,1,0.4689
106.4,1,0.4690
106.4,1,0.4691
106.4,1,0.4692
106.4,1,0.4693
106.4,1,0.4694
106.4,1,0.4695
106.4,1,0.4696
106.4,1,0.4697
106.4,1,0.4698
106.4,1,0.4699
106.4,1,0.4700
106.4,1,0.4701
106.4,1,0.4702
106.4,1,0.4703
106.4,1,0.4704
106.4,1,0.4705
106.4,1,0.4706
106.4,1,0.4707
106.4,1,0.4708
106.4,1,0.4709
106.4,1,0.4710
106.4,1,0.4711
106.4,1,0.4712
106.4,1,0.4713
106.4,1,0.4714
106.4,1,0.4715
106.4,1,0.4716
106.4,1,0.4717
106.4,1,0.4718
106.4,1,0.4719
106.4,1,0.4720
106.5,1,0.4721
106.5,1,0.4722
106.5,1,0.4723
106.5,1,0.4724
106.5,1,0.4725
106.5,1,0.4726
106.5,1,0.4727
106.5,1,0.4728
106.5,1,0.4729
106.5,1,0.4730
106.5,1,0.4731
106.5,1,0.4732
106.5,1,0.4733
106.5,1,0.4734
106.5,1,0.4735
106.5,1,0.4736
106.5,1,0.4737
106.5,1,0.4738
106.5,1,0.4739
106.5,1,0.4740
106.5,1,0.4741
106.5,1,0.4742
106.5,1,0.4743
106.5,1,0.4744
106.5,1,0.4745
106.5,1,0.4746
106.5,1,0.4747
106.5,1,0.4748
106.5,1,0.4749
106.5,1,0.4750
106.5,1,0.4751
106.5,1,0.4752
106.5,1,0.4753
106.5,1,0.4754
106.5,1,0.4755
106.5,1,0.4756
106.5,1,0.4757
106.5,1,0.4758
106.5,1,0.4759
106.5,1,0.4760
106.5,1,0.4761
106.5,1,0.4762
106.5,1,0.4763
106.5,1,0.4764
106.5,1,0.4765
106.5,1,0.4766
106.5,1,0.4767
106.5,1,0.4768
106.5,1,0.4769
106.5,1,0.4770
106.5,1,0.4771
106.5,1,0.4772
106.5,1,0.4773
106.5,1,0.4774
106.5,1,0.4775
106.5,1,0.4776
106.5,1,0.4777
106.5,1,0.4778
106.5,1,0.4779
106.5,1,0.4780
106.5,1,0.4781
106.5,1,0.4782
106.5,1,0.4783
106.5,1,0.4784
106.5,1,0.4785
106.5,1,0.4786
106.5,1,0.4787
106.5,1,0.4788
106.5,1,0.4789
106.5,1,0.4790
106.5,1,0.4791
106.5,1,0.4792
106.5,1,0.4793
106.5,1,0.4794
106.5,1,0.4795
106.5,1,0.4796
106.5,1,0.4797
106.5,1,0.4798
106.5,1,0.4799
106.5,1,0.4800
106.5,1,0.4801
106.5,1,0.4802
106.5,1,0.4803
106.6,1,0.4804
106.6,1,0.4805
106.6,1,0.4806
106.6,1,0.4807
106.6,1,0.4808
106.6,1,0.4809
106.6,1,0.4810
106.6,1,0.4811
106.6,1,0.4812
106.6,1,0.4813
106.6,1,0.4814
106.6,1,0.4815
106.6,1,0.4816
106.6,1,0.4817
106.6,1,0.4818
106.6,1,0.4819
106.6,1,0.4820
106.6,1,0.4821
106.6,1,0.4822
106.6,1,0.4823
106.6,1,0.4824
106.6,1,0.4825
106.6,1,0.4826
106.6,1,0.4827
106.6,1,0.4828
106.6,1,0.4829
106.6,1,0.4830
106.6,1,0.4831
106.6,1,0.4832
106.6,1,0.4833
106.6,1,0.4834
106.6,1,0.4835
106.6,1,0.4836
106.6,1,0.4837
106.6,1,0.4838
106.6,1,0.4839
106.6,1,0.4840
106.6,1,0.4841
106.6,1,0.4842
106.6,1,0.4843
106.6,1,0.4844
106.6,1,0.4845
106.6,1,0.4846
106.6,1,0.4847
106.6,1,0.4848
106.6,1,0.4849
106.6,1,0.4850
106.6,1,0.4851
106.6,1,0.4852
106.6,1,0.4853
106.6,1,0.4854
106.6,1,0.4855
106.6,1,0.4856
106.6,1,0.4857
106.6,1,0.4858
106.6,1,0.4859
106.6,1,0.4860
106.6,1,0.4861
106.6,1,0.4862
106.6,1,0.4863
106.6,1,0.4864
106.6,1,0.4865
106.6,1,0.4866
106.6,1,0.4867
106.6,1,0.4868
106.6,1,0.4869
106.6,1,0.4870
106.6,1,0.4871
106.6,1,0.4872
106.6,1,0.4873
106.6,1,0.4874
106.6,1,0.4875
106.6,1,0.4876
106.6,1,0.4877
106.6,1,0.4878
106.6,1,0.4879
106.6,1,0.4880
106.6,1,0.4881
106.6,1,0.4882
106.6,1,0.4883
106.6,1,0.4884
106.6,1,0.4885
106.6,1,0.4886
106.6,1,0.4887
106.6,1,0.4888
106.6,1,0.4889
106.6,1,0.4890
106.6,1,0.4891
106.6,1,0.4892
106.6,1,0.4893
106.6,1,0.4894
106.6,1,0.4895
106.6,1,0.4896
106.6,1,0.4897
106.6,1,0.4898
106.6,1,0.4899
106.6,1,0.4900
106.6,1,0.4901
106.6,1,0.4902
106.6,1,0.4903
106.6,1,0.4904
106.6,1,0.4905
106.6,1,0.4906
106.6,1,0.4907
106.6,1,0.4908
106.6,1,0.4909
106.6,1,0.4910
106.6,1,0.4911
106.7,1,0.4912
106.7,1,0.4913
106.7,1,0.4914
106.7,1,0.4915
106.7,1,0.4916
106.7,1,0.4917
106.7,1,0.4918
106.7,1,0.4919
106.7,1,0.4920
106.7,1,0.4921
106.7,1,0.4922
106.7,1,0.4923
106.7,1,0.4924
106.7,1,0.4925
106.7,1,0.4926
106.7,1,0.4927
106.7,1,0.4928
106.7,1,0.4929
106.7,1,0.4930
106.7,1,0.4931
106.7,1,0.4932
106.7,1,0.4933
106.7,1,0.4934
106.7,1,0.4935
106.7,1,0.4936
106.7,1,0.4937
106.7,1,0.4938
106.7,1,0.4939
106.7,1,0.4940
106.7,1,0.4941
106.7,1,0.4942
106.7,1,0.4943
106.7,1,0.4944
106.7,1,0.4945
106.7,1,0.4946
106.7,1,0.4947
106.7,1,0.4948
106.7,1,0.4949
106.7,1,0.4950
106.7,1,0.4951
106.7,1,0.4952
106.7,1,0.4953
106.7,1,0.4954
106.7,1,0.4955
106.7,1,0.4956
106.7,1,0.4957
106.7,1,0.4958
106.7,1,0.4959
106.7,1,0.4960
106.7,1,0.4961
106.7,1,0.4962
106.7,1,0.4963
106.7,1,0.4964
106.7,1,0.4965
106.7,1,0.4966
106.7,1,0.4967
106.7,1,0.4968
106.7,1,0.4969
106.7,1,0.4970
106.7,1,0.4971
106.7,1,0.4972
106.7,1,0.4973
106.7,1,0.4974
106.7,1,0.4975
106.7,1,0.4976
106.7,1,0.4977
106.7,1,0.4978
106.7,1,0.4979
106.7,1,0.4980
106.7,1,0.4981
106.7,1,0.4982
106.7,1,0.4983
106.7,1,0.4984
106.7,1,0.4985
106.7,1,0.4986
106.7,1,0.4987
106.7,1,0.4988
106.7,1,0.4989
106.7,1,0.4990
106.7,1,0.4991
106.7,1,0.4992
106.7,1,0.4993
106.7,1,0.4994
106.7,1,0.4995
106.7,1,0.4996
106.7,1,0.4997
106.7,1,0.4998
106.7,1,0.4999
106.7,1,0.5000
106.7,1,0.5001
106.7,1,0.5002
106.7,1,0.5003
106.7,1,0.5004
106.7,1,0.5005
106.7,1,0.5006
106.7,1,0.5007
106.7,1,0.5008
106.7,1,0.5009
106.7,1,0.5010
106.7,1,0.5011
106.7,1,0.5012
106.7,1,0.5013
106.7,1,0.5014
106.7,1,0.5015
106.7,1,0.5016
106.7,1,0.5017
106.8,1,0.5018
106.8,1,0.5019
106.8,1,0.5020
106.8,1,0.5021
106.8,1,0.5022
106.8,1,0.5023
106.8,1,0.5024
106.8,1,0.5025
106.8,1,0.5026
106.8,1,0.5027
106.8,1,0.5028
106.8,1,0.5029
106.8,1,0.5030
106.8,1,0.5031
106.8,1,0.5032
106.8,1,0.5033
106.8,1,0.5034
106.8,1,0.5035
106.8,1,0.5036
106.8,1,0.5037
106.8,1,0.5038
106.8,1,0.5039
106.8,1,0.5040
106.8,1,0.5041
106.8,1,0.5042
106.8,1,0.5043
106.8,1,0.5044
106.8,1,0.5045
106.8,1,0.5046
106.8,1,0.5047
106.8,1,0.5048
106.8,1,0.5049
106.8,1,0.5050
106.8,1,0.5051
106.8,1,0.5052
106.8,1,0.5053
106.8,1,0.5054
106.8,1,0.5055
106.8,1,0.5056
106.8,1,0.5057
106.8,1,0.5058
106.8,1,0.5059
106.8,1,0.5060
106.8,1,0.5061
106.8,1,0.5062
106.8,1,0.5063
106.8,1,0.5064
106.8,1,0.5065
106.8,1,0.5066
106.8,1,0.5067
106.8,1,0.5068
106.8,1,0.5069
106.8,1,0.5070
106.8,1,0.5071
106.8,1,0.5072
106.8,1,0.5073
106.8,1,0.5074
106.8,1,0.5075
106.8,1,0.5076
